Subcategory;Entry;Month-4;Month-3;Month-2;Month-1;Month;MonthChange_%
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;NVIDIA GeForce 7025;0.2289;0.2273;0.25489999999999996;0.2897;0.1863;-0.10339999999999999
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;Intel Graphics Media Accelerator 3150;0.20879999999999999;0.1777;0.1765;0.10339999999999999;0.1677;0.0643
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;Intel Graphics Media Accelerator 3600 Series;0.07629999999999999;0.0785;0.06860000000000001;0.1103;0.1553;0.045
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;NVIDIA GeForce 6150 SE;0.08839999999999999;0.124;0.10289999999999999;0.1379;0.09939999999999999;-0.0385
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;NVIDIA GeForce 7300 SE;0.052199999999999996;0.0537;0.0784;0.0207;0.0621;0.0414
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;NVIDIA GeForce 6600 GT;0.008;0.0040999999999999995;0.0098;0.0138;0.0311;0.0173
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;ATI Radeon 3100;0.0241;0.0579;0.06860000000000001;0.0276;0.0311;0.0034999999999999996
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;NVIDIA GeForce 6200;0.0161;0.0165;0.0147;0.0138;0.0248;0.011000000000000001
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;NVIDIA GeForce 7900 GS;0.0161;0.0248;0.0147;0.0138;0.0248;0.011000000000000001
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;NVIDIA GeForce 7300 GS;0.0241;0.0;0.0;0.0138;0.018600000000000002;0.0048
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;NVIDIA GeForce 7300 LE;0.012;0.0040999999999999995;0.0098;0.0414;0.0124;-0.028999999999999998
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;NVIDIA GeForce 6100;0.012;0.0040999999999999995;0.0245;0.0069;0.0124;0.0055000000000000005
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;NVIDIA GeForce 7600 GS;0.020099999999999996;0.0083;0.0147;0.0069;0.0124;0.0055000000000000005
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;NVIDIA GeForce Go 7150M;0.0;0.0;0.0;0.0;0.0124;0.0124
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;NVIDIA GeForce Go 7600;0.004;0.0040999999999999995;0.0;0.0;0.0124;0.0124
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;NVIDIA GeForce 6600 LE;0.0;0.0040999999999999995;0.0;0.0;0.0124;0.0124
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;ATI Radeon X700;0.0;0.0;0.0;0.0;0.0124;0.0124
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;NVIDIA GeForce 7050;0.008;0.0040999999999999995;0.0;0.0;0.0124;0.0124
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;NVIDIA GeForce Go 7300;0.0161;0.0248;0.0049;0.0069;0.0124;0.0055000000000000005
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;NVIDIA GeForce Go 7950;0.0;0.0;0.0;0.0;0.0062;0.0062
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;NVIDIA GeForce 7300 GT;0.0281;0.0248;0.0098;0.0207;0.0062;-0.014499999999999999
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;ATI Radeon X1650;0.004;0.0083;0.0049;0.0069;0.0062;-0.0007000000000000001
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;NVIDIA GeForce 6150 LE;0.008;0.0083;0.0;0.0138;0.0062;-0.0076
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;NVIDIA GeForce 7600 GT;0.008;0.0;0.0098;0.0276;0.0062;-0.021400000000000002
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;ATI Radeon X1600;0.0161;0.0083;0.0147;0.0069;0.0062;-0.0007000000000000001
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;NVIDIA GeForce Go 7800;0.0;0.0;0.0;0.0;0.0062;0.0062
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;NVIDIA GeForce 6800 GS;0.0;0.0;0.0049;0.0;0.0062;0.0062
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;NVIDIA GeForce Go 7400;0.0;0.0;0.0;0.0069;0.0062;-0.0007000000000000001
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;ATI Mobility Radeon X1600;0.004;0.0165;0.0049;0.0069;0.0062;-0.0007000000000000001
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;NVIDIA GeForce 7050 PV;0.004;0.0040999999999999995;0.0;0.0;0.0062;0.0062
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;ATI Mobility Radeon X1300;0.0;0.0;0.0049;0.0;0.0062;0.0062
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;ATI Radeon X1300;0.012;0.0040999999999999995;0.0049;0.0138;0.0062;-0.0076
DIRECTX 9 SHADER MODEL 2B AND 3.0 GPUS;ATI Mobility Radeon X1400;0.0;0.0124;0.0;0.0069;0.0062;-0.0007000000000000001
DIRECTX 9 SHADER MODEL 2.0 GPUS;Intel G33/G31 Express;0.25;0.1;0.24239999999999998;0.3;0.29410000000000003;-0.0059
DIRECTX 9 SHADER MODEL 2.0 GPUS;Intel 82945G Express;0.0;0.1;0.060599999999999994;0.2;0.2353;0.0353
DIRECTX 9 SHADER MODEL 2.0 GPUS;Intel Q35 Express;0.0833;0.0667;0.060599999999999994;0.1;0.1176;0.0176
DIRECTX 9 SHADER MODEL 2.0 GPUS;Intel Q965/Q963 Express;0.0417;0.0333;0.060599999999999994;0.0;0.1176;0.1176
DIRECTX 9 SHADER MODEL 2.0 GPUS;ATI Radeon X600;0.0;0.0333;0.0;0.0;0.0588;0.0588
DIRECTX 9 SHADER MODEL 2.0 GPUS;Intel Q33 Express;0.0;0.0;0.0;0.0;0.0588;0.0588
DIRECTX 9 SHADER MODEL 2.0 GPUS;ATI Radeon Xpress 1250;0.0;0.1;0.030299999999999997;0.0;0.0588;0.0588
DIRECTX 9 SHADER MODEL 2.0 GPUS;SiS Mirage 3 Graphics;0.2917;0.2;0.1818;0.0;0.0588;0.0588
